degree,gamma,nu,accuracy,recall,precision,f1,time
3,2.0,0.9,0.18623513640876418,0.27235772357723576,0.002090548847077912,0.004149249109769314,103726.96875
3,2.0,0.7,0.20483584281537806,0.10975609756097561,0.0010839890798137145,0.0021467758606980997,125226.78125
4,0.001,0.5,0.09271369486345399,0.13008130081300814,0.0009522392501115905,0.001890638385867478,110698.09375
4,0.02,0.05,0.47715913822053246,0.0040650406504065045,0.0005652911249293386,0.0009925558312655087,30160.984375
4,0.02,0.02,0.4910026947765257,0.0040650406504065045,0.0012738853503184713,0.0019398642095053344,39252.140625
4,0.02,0.01,0.49580010614399894,0.0040650406504065045,0.0022522522522522522,0.002898550724637681,42479.6875
4,0.02,0.1,0.4522716874608251,0.0040650406504065045,0.0002826455624646693,0.0005285412262156448,26041.265625
4,0.03,0.0001,0.49534990918282845,0.0040650406504065045,0.0021008403361344537,0.002770083102493075,90.875
4,0.03,0.001,0.5002176638254846,0.0040650406504065045,0.007692307692307693,0.0053191489361702135,370.125
4,0.03,0.005,0.4986419744613878,0.0040650406504065045,0.004132231404958678,0.004098360655737705,1714.890625
4,0.03,0.007,0.497600893988681,0.0040650406504065045,0.0031645569620253164,0.0035587188612099647,2421.1875
4,0.001,0.9,0.1140980505190533,0.13008130081300814,0.0009973507869721053,0.001979524295567721,118784.609375
4,0.01,0.3,0.3609363776530281,0.02032520325203252,0.00047116471918582736,0.0009209799226376864,95212.71875
4,0.001,0.7,0.11190597105745959,0.17479674796747968,0.0012706480304955528,0.0025229559656173906,164740.75
4,0.03,0.01,0.4961518225199134,0.0040650406504065045,0.002386634844868735,0.0030075187969924814,41573.234375
4,0.01,0.5,0.2697276857405603,0.036585365853658534,0.0005091361656389659,0.0010042961557774925,114304.9375
4,0.03,0.05,0.47748271728637376,0.0040650406504065045,0.000572737686139748,0.0010040160642570282,29704.84375
4,0.01,0.9,0.12945118519840235,0.15853658536585366,0.0012182931400724728,0.002418004836009672,103994.734375
4,0.03,0.02,0.49138254846251334,0.0040650406504065045,0.0013192612137203166,0.0019920318725099597,38378.890625
4,0.5,0.0001,0.5008366846470941,0.0040650406504065045,0.011627906976744186,0.006024096385542169,668.96875
4,0.5,0.001,0.5006115861665088,0.0040650406504065045,0.00980392156862745,0.005747126436781609,857.40625
4,0.5,0.005,0.4988670729419731,0.0040650406504065045,0.004424778761061947,0.0042372881355932195,2305.75
4,0.5,0.007,0.49771344322897365,0.0040650406504065045,0.003246753246753247,0.0036101083032490976,2777.25
4,0.02,0.3,0.3609223089979915,0.02032520325203252,0.000471120324130783,0.0009208951100469656,93054.546875
4,0.5,0.01,0.49620809714005976,0.0040650406504065045,0.0024096385542168677,0.0030257186081694403,3823.3125
4,0.5,0.02,0.4914950977028059,0.0040650406504065045,0.0013333333333333333,0.0020080321285140565,6336.796875
4,0.03,0.1,0.4523701680460811,0.0040650406504065045,0.0002832058906825262,0.0005295207836907599,38162.265625
4,0.5,0.05,0.4774967859414103,0.0040650406504065045,0.0005730659025787965,0.001004520341536916,14454.0625
4,0.01,0.7,0.17929940385504023,0.056910569105691054,0.0005637886597938144,0.001116516468617912,152452.984375
4,0.5,0.1,0.4523983053561543,0.0040650406504065045,0.00028336639274582036,0.0005298013245033113,26124.03125
4,0.02,0.5,0.2697136170855237,0.036585365853658534,0.0005091073650865483,0.0010042401249721045,111830.609375
4,1.0,0.0001,0.5008507533021307,0.0040650406504065045,0.011764705882352941,0.006042296072507553,686.390625
4,0.02,0.9,0.12945118519840235,0.15853658536585366,0.0012182931400724728,0.002418004836009672,102996.375
4,1.0,0.001,0.5006115861665088,0.0040650406504065045,0.00980392156862745,0.005747126436781609,856.671875
4,1.0,0.005,0.4988670729419731,0.0040650406504065045,0.004424778761061947,0.0042372881355932195,1851.640625
4,1.0,0.007,0.49771344322897365,0.0040650406504065045,0.003246753246753247,0.0036101083032490976,2428.875
4,1.0,0.01,0.4962362344501329,0.0040650406504065045,0.002421307506053269,0.0030349013657056147,3348.0
4,1.0,0.02,0.4914950977028059,0.0040650406504065045,0.0013333333333333333,0.0020080321285140565,6075.59375
4,1.0,0.05,0.47751085459644693,0.0040650406504065045,0.0005733944954128441,0.0010050251256281406,14399.390625
4,0.02,0.7,0.17929940385504023,0.056910569105691054,0.0005637886597938144,0.001116516468617912,128452.859375
4,0.03,0.3,0.3609223089979915,0.02032520325203252,0.000471120324130783,0.0009208951100469656,94089.3125
4,1.0,0.1,0.45241237401119083,0.0040650406504065045,0.0002834467120181406,0.0005299417064122947,26928.984375
4,0.5,0.3,0.3609504463080646,0.02032520325203252,0.0004712091226086137,0.0009210647508519848,77514.8125
4,2.0,0.0001,0.5008366846470941,0.0040650406504065045,0.011627906976744186,0.006024096385542169,524.78125
4,2.0,0.001,0.5006115861665088,0.0040650406504065045,0.00980392156862745,0.005747126436781609,847.375
4,2.0,0.005,0.4988670729419731,0.0040650406504065045,0.004424778761061947,0.0042372881355932195,1852.84375
4,2.0,0.007,0.4977275118840102,0.0040650406504065045,0.003257328990228013,0.003616636528028933,2433.484375
4,2.0,0.01,0.4962362344501329,0.0040650406504065045,0.002421307506053269,0.0030349013657056147,3828.453125
4,0.03,0.9,0.12945118519840235,0.15853658536585366,0.0012182931400724728,0.002418004836009672,104224.75
4,2.0,0.02,0.49150916635784253,0.0040650406504065045,0.0013351134846461949,0.0020100502512562816,6315.859375
4,2.0,0.05,0.47751085459644693,0.0040650406504065045,0.0005733944954128441,0.0010050251256281406,13720.796875
4,0.03,0.7,0.17929940385504023,0.056910569105691054,0.0005637886597938144,0.001116516468617912,132474.4375
4,2.0,0.1,0.45241237401119083,0.0040650406504065045,0.0002834467120181406,0.0005299417064122947,26798.640625
4,0.03,0.5,0.26976989170567,0.036585365853658534,0.0005092225868507412,0.0010044642857142858,143000.84375
4,0.5,0.5,0.2697839603607066,0.036585365853658534,0.0005092514004413513,0.0010045203415369162,112519.625
5,0.001,0.0001,0.3789537495825155,0.6382113821138211,0.004993162230067106,0.009908801161286252,10.03125
5,0.001,0.001,0.3449309377730806,0.6869918699186992,0.004746257758305951,0.009427384040387137,92.59375
5,0.001,0.005,0.2941906748836763,0.5609756097560976,0.0039764868603042874,0.007896995708154506,523.578125
4,1.0,0.3,0.3609504463080646,0.02032520325203252,0.0004712091226086137,0.0009210647508519848,75200.75
5,0.001,0.007,0.1815314016955589,0.32113821138211385,0.002314746989363884,0.004596363636363636,761.796875
5,0.001,0.01,0.3353310823485275,0.6666666666666666,0.004611664135875372,0.009159964253798034,832.984375
5,0.001,0.02,0.46916127940120145,0.9308943089430894,0.006449795803407971,0.012810830466280662,1957.3125
5,0.001,0.05,0.32413563556006975,0.6341463414634146,0.004432573734159232,0.008803611738148984,4749.25
4,0.5,0.9,0.12945118519840235,0.15853658536585366,0.0012182931400724728,0.002418004836009672,103856.515625
5,0.001,0.1,0.31503664713068064,0.17073170731707318,0.0021810250817884407,0.004307029687740348,16630.109375
4,0.5,0.7,0.17931347251007682,0.056910569105691054,0.0005638113648262253,0.0011165609921441962,132422.203125
5,0.001,0.3,0.18029907901780198,0.04878048780487805,0.0004903964037597057,0.0009710309111506715,23598.703125
5,0.01,0.0001,0.23967074772042035,0.3861788617886179,0.0029389926989234006,0.005833589192508443,664.8125
5,0.01,0.001,0.22762191690571942,0.3048780487804878,0.002477618843117175,0.004915293115312776,974.390625
5,0.01,0.005,0.18823380045843227,0.04878048780487805,0.0005019660336317242,0.0009937065253395165,2858.625
4,1.0,0.5,0.2697839603607066,0.036585365853658534,0.0005092514004413513,0.0010045203415369162,112517.796875
5,0.01,0.007,0.3149178070283798,0.02032520325203252,0.00036015270474681264,0.0007077641729775639,7136.96875
5,0.01,0.01,0.3429359338613082,0.016260162601626018,0.00034054146092286734,0.0006671114076050701,4180.515625
5,0.01,0.02,0.2993785772128965,0.024390243902439025,0.0003964845040639662,0.0007802848039534431,5960.65625
4,1.0,0.9,0.12945118519840235,0.15853658536585366,0.0012182931400724728,0.002418004836009672,103107.0
4,2.0,0.3,0.3609504463080646,0.02032520325203252,0.0004712091226086137,0.0009210647508519848,74872.5
5,0.001,0.5,0.188519519972915,0.3617886178861789,0.002536551999315986,0.005037783375314862,47838.921875
5,0.01,0.05,0.40552074611911004,0.012195121951219513,0.00041946308724832214,0.0008110300081103001,19952.84375
4,1.0,0.7,0.17931347251007682,0.056910569105691054,0.0005638113648262253,0.0011165609921441962,127783.859375
5,0.02,0.0001,0.1625800083268137,0.044715447154471545,0.00042995622263914947,0.000851722802942315,1519.0625
5,0.02,0.001,0.4442236161247375,0.012195121951219513,0.0006816632583503749,0.001291155584247902,10796.953125
5,0.001,0.7,0.12128496003586935,0.22357723577235772,0.001575028636884307,0.0031280213842916453,67165.90625
5,0.02,0.005,0.48298356140567594,0.0040650406504065045,0.0007380073800738007,0.0012492192379762648,13170.859375
5,0.01,0.1,0.44109294005151645,0.016260162601626018,0.000838750262109457,0.0015952143569292123,46411.59375
5,0.02,0.007,0.48829407835440203,0.008130081300813009,0.0017809439002671415,0.002921840759678597,6513.1875
4,2.0,0.5,0.2697839603607066,0.036585365853658534,0.0005092514004413513,0.0010045203415369162,111733.171875
5,0.02,0.01,0.4904954225400442,0.012195121951219513,0.002697841726618705,0.004418262150220913,12993.984375
5,0.02,0.02,0.48862429142017927,0.012195121951219513,0.0024096385542168677,0.004024144869215292,11416.984375
4,2.0,0.9,0.12945118519840235,0.15853658536585366,0.0012182931400724728,0.002418004836009672,102146.890625
5,0.001,0.9,0.10232075618448926,0.07723577235772358,0.00061229093487158,0.0012149502829555262,83303.09375
4,2.0,0.7,0.17931347251007682,0.056910569105691054,0.0005638113648262253,0.0011165609921441962,128075.65625
5,0.01,0.3,0.3667939708378513,0.04065040650406504,0.0009154994049253868,0.0017906706061420004,79135.71875
5,0.03,0.0001,0.43480505190533053,0.008130081300813009,0.0004060913705583756,0.0007735447689035001,4474.03125
5,0.02,0.05,0.4775026192861816,0.016260162601626018,0.0018340210912425492,0.003296250515039143,58192.71875
5,0.01,0.9,0.10877426557045536,0.11788617886178862,0.000905485996190714,0.001797167911257088,104729.0625
5,0.03,0.001,0.4969810725119069,0.012195121951219513,0.004608294930875576,0.006688963210702341,49801.96875
5,0.03,0.005,0.49499075815181337,0.008130081300813009,0.0030911901081916537,0.004479283314669653,53423.015625
5,0.02,0.3,0.3680460811361068,0.04065040650406504,0.0009230201218386561,0.0018050541516245488,87475.921875
5,0.03,0.01,0.49485670560138356,0.012195121951219513,0.003740648379052369,0.0057251908396946565,23692.5
5,0.01,0.7,0.17967182288592723,0.06097560975609756,0.0006011783094865938,0.0011906179307060365,137251.96875
5,0.02,0.1,0.45420492654560757,0.016260162601626018,0.0010424811050299713,0.0019593436198873378,104248.890625
5,0.03,0.02,0.4902984613695321,0.012195121951219513,0.0026642984014209592,0.004373177842565598,31452.96875
5,0.03,0.007,0.49609474724460245,0.012195121951219513,0.004201680672268907,0.00625,59042.0
5,0.5,0.0001,0.49986514679440547,0.012195121951219513,0.006726457399103139,0.008670520231213872,10726.75
5,0.02,0.5,0.26637271184191863,0.032520325203252036,0.0004501969611705121,0.0008880994671403197,114783.015625
5,0.03,0.05,0.47837487589844946,0.016260162601626018,0.0018876828692779614,0.0033826638477801275,41894.96875
5,0.5,0.001,0.5015600193987308,0.016260162601626018,0.008492569002123142,0.01115760111576011,9724.09375
5,0.02,0.9,0.10878833422549194,0.11788617886178862,0.0009055142696559045,0.001797223599405057,106786.453125
5,0.5,0.005,0.49593335803926414,0.008130081300813009,0.0034482758620689655,0.004842615012106538,13411.640625
5,0.02,0.7,0.1797421661611101,0.06097560975609756,0.0006012988054197065,0.0011908542394410925,126458.703125
5,0.5,0.007,0.4968544546165777,0.012195121951219513,0.004545454545454545,0.006622516556291392,14158.65625
5,0.03,0.1,0.4543174757859002,0.016260162601626018,0.0010446591799425438,0.00196319018404908,48368.078125
5,0.5,0.01,0.4952928339075175,0.012195121951219513,0.0038910505836575876,0.0058997050147492625,13837.65625
5,0.5,0.02,0.49063610909041,0.012195121951219513,0.0027223230490018148,0.004451038575667656,15467.453125
5,0.01,0.5,0.2656130044699434,0.032520325203252036,0.0004488330341113106,0.0008854454897620364,197055.3125
5,0.5,0.05,0.4786140430340713,0.016260162601626018,0.0019029495718363464,0.003407155025553663,28843.359375
5,1.0,0.0001,0.49986514679440547,0.012195121951219513,0.006726457399103139,0.008670520231213872,9620.640625
5,0.5,0.1,0.4563781334211766,0.02032520325203252,0.0013061650992685476,0.002454590083456063,36235.796875
5,1.0,0.001,0.5015600193987308,0.016260162601626018,0.008492569002123142,0.01115760111576011,8901.984375
5,1.0,0.005,0.49593335803926414,0.008130081300813009,0.0034482758620689655,0.004842615012106538,12473.890625
5,0.03,0.3,0.3681164244112897,0.04065040650406504,0.0009234463015975621,0.0018058690744920992,82494.328125
5,1.0,0.007,0.49686852327161424,0.012195121951219513,0.004552352048558422,0.006629834254143647,13063.1875
5,1.0,0.01,0.49530690256255405,0.012195121951219513,0.003896103896103896,0.005905511811023621,13203.234375
5,1.0,0.02,0.49063610909041,0.012195121951219513,0.0027223230490018148,0.004451038575667656,14701.40625
5,1.0,0.05,0.47862811168910785,0.016260162601626018,0.0019038553069966682,0.003408606731998296,29191.8125
5,0.03,0.9,0.10878833422549194,0.11788617886178862,0.0009055142696559045,0.001797223599405057,99140.296875
5,0.03,0.5,0.26637271184191863,0.032520325203252036,0.0004501969611705121,0.0008880994671403197,111184.03125
5,1.0,0.1,0.4563781334211766,0.02032520325203252,0.0013061650992685476,0.002454590083456063,36735.21875
5,0.5,0.3,0.36815863037639945,0.04065040650406504,0.0009237021984112322,0.0018063583815028901,82131.09375
5,2.0,0.0001,0.49986514679440547,0.012195121951219513,0.006726457399103139,0.008670520231213872,9914.828125
5,2.0,0.001,0.5015600193987308,0.016260162601626018,0.008492569002123142,0.01115760111576011,9062.71875
5,0.03,0.7,0.1797421661611101,0.06097560975609756,0.0006012988054197065,0.0011908542394410925,122853.765625
5,2.0,0.005,0.49593335803926414,0.008130081300813009,0.0034482758620689655,0.004842615012106538,12698.546875
5,2.0,0.007,0.49686852327161424,0.012195121951219513,0.004552352048558422,0.006629834254143647,12754.953125
5,2.0,0.01,0.49530690256255405,0.012195121951219513,0.003896103896103896,0.005905511811023621,13385.40625
5,2.0,0.02,0.49063610909041,0.012195121951219513,0.0027223230490018148,0.004451038575667656,14993.75
5,0.5,0.9,0.10878833422549194,0.11788617886178862,0.0009055142696559045,0.001797223599405057,97329.59375
5,0.5,0.5,0.2664289864620649,0.032520325203252036,0.00045029832263874815,0.0008882966910948256,109407.21875
5,2.0,0.05,0.47862811168910785,0.016260162601626018,0.0019038553069966682,0.003408606731998296,30286.1875
6,0.001,0.0001,0.27787641086877946,0.4349593495934959,0.0034126427250111627,0.006772151898734177,9.75
6,0.001,0.001,0.18295668226800443,0.13414634146341464,0.0012071992976294996,0.0023928649118990647,71.671875
6,0.001,0.005,0.44264209341586946,0.0,0.0,0.0,353.890625
6,0.001,0.007,0.1934755754423048,0.036585365853658534,0.00038966099493440706,0.0007711091119393394,487.65625
6,0.001,0.01,0.13925337762100187,0.052845528455284556,0.00047216067991137905,0.0009359588178120162,732.8125
6,0.001,0.02,0.15580555059911882,0.04878048780487805,0.0004578230513906375,0.0009071323279283365,1487.359375
5,0.5,0.7,0.179812509436293,0.06097560975609756,0.0006014193496652099,0.001191090641997856,118900.046875
5,1.0,0.3,0.36815863037639945,0.04065040650406504,0.0009237021984112322,0.0018063583815028901,82102.109375
6,0.001,0.05,0.1614470812687868,0.04878048780487805,0.0004649360712901976,0.00092109303039607,3543.453125
5,2.0,0.1,0.4563781334211766,0.02032520325203252,0.0013061650992685476,0.002454590083456063,36999.5
6,0.001,0.1,0.41391389983117616,0.0,0.0,0.0,6982.71875
6,0.001,0.3,0.19698530454634877,0.04065040650406504,0.00043491497412255904,0.0008606222298721976,20964.8125
6,0.01,0.0001,0.3495056526254627,0.6626016260162602,0.004737132726902845,0.009407011975183956,10.421875
6,0.01,0.001,0.32884337354909843,0.5447154471544715,0.0042326036829969365,0.008399937313900645,89.234375
6,0.01,0.005,0.4368243042306619,0.0040650406504065045,0.00021570319240724764,0.0004096681687832856,532.609375
6,0.01,0.007,0.2721439486482653,0.21544715447154472,0.0022170166485401153,0.004388870486916197,750.0625
6,0.01,0.01,0.22730600125359723,0.3699186991869919,0.0027896140522975996,0.005537469194024401,1140.921875
6,0.01,0.02,0.20771557068412552,0.2967479674796748,0.0023252110208631946,0.004614266300053727,2697.640625
5,1.0,0.5,0.2664289864620649,0.032520325203252036,0.00045029832263874815,0.0008882966910948256,111690.203125
6,0.001,0.5,0.2876835216016764,0.5650406504065041,0.003936338921613049,0.00781821249789077,37734.421875
6,0.01,0.05,0.21750266503790533,0.13008130081300814,0.001293713361633313,0.0025619470797806332,17689.21875
5,1.0,0.9,0.10878833422549194,0.11788617886178862,0.0009055142696559045,0.001797223599405057,98468.953125
6,0.01,0.1,0.26880498785291734,0.04878048780487805,0.0006601023158589581,0.0013025780189959294,18928.4375
5,2.0,0.3,0.36815863037639945,0.04065040650406504,0.0009237021984112322,0.0018063583815028901,85132.640625
6,0.02,0.0001,0.2225598318166637,0.34959349593495936,0.00266823865222922,0.005296055670166579,22.453125
6,0.02,0.001,0.21014212772966223,0.08536585365853659,0.000887648998224702,0.0017570281124497994,174.6875
6,0.02,0.005,0.26073038051708597,0.04065040650406504,0.0005416531253385332,0.0010690613641223005,928.421875
6,0.02,0.007,0.4322097853786641,0.0040650406504065045,0.000201450443190975,0.00038387715930902113,1612.015625
6,0.001,0.7,0.08339098050519053,0.08130081300813008,0.0006149683291310498,0.0012207031250000002,51644.953125
5,1.0,0.7,0.179812509436293,0.06097560975609756,0.0006014193496652099,0.001191090641997856,121056.953125
6,0.02,0.01,0.35003397065484443,0.012195121951219513,0.00027036770007209804,0.0005290072297654734,2119.875
5,2.0,0.9,0.10878833422549194,0.11788617886178862,0.0009055142696559045,0.001797223599405057,99820.59375
6,0.02,0.02,0.3902562554044224,0.012195121951219513,0.0003642102707296346,0.0007072969468348461,26437.71875
6,0.02,0.1,0.43973651582323364,0.0040650406504065045,0.00022578460149017836,0.000427807486631016,25213.734375
6,0.02,0.05,0.4353893014169309,0.0040650406504065045,0.00021105951878429716,0.00040128410914927763,28576.015625
5,2.0,0.5,0.2664289864620649,0.032520325203252036,0.00045029832263874815,0.0008882966910948256,115995.40625
6,0.03,0.0001,0.3846569306998641,0.012195121951219513,0.0003474232773595831,0.0006755995946402431,78.59375
6,0.03,0.001,0.3005818475461063,0.02032520325203252,0.00033552543282780835,0.0006601531555320834,186.015625
6,0.03,0.005,0.46987820891152077,0.008130081300813009,0.0008223684210526315,0.001493651979088872,1300.71875
6,0.03,0.007,0.49232514834996405,0.0040650406504065045,0.001447178002894356,0.002134471718249733,2018.796875
6,0.001,0.9,0.11013789569522033,0.056910569105691054,0.00047061987360494823,0.0009335200373408014,87429.125
5,2.0,0.7,0.179812509436293,0.06097560975609756,0.0006014193496652099,0.001191090641997856,126089.78125
6,0.03,0.01,0.4867961669205887,0.0040650406504065045,0.0009225092250922509,0.0015037593984962407,24396.0625
6,0.03,0.02,0.48765435487782,0.0040650406504065045,0.0009775171065493646,0.0015760441292356185,22976.4375
6,0.03,0.05,0.4748940847596433,0.0040650406504065045,0.0005181347150259067,0.0009191176470588236,14889.578125
6,0.01,0.3,0.36195595481559767,0.024390243902439025,0.0005615348619560131,0.0010977952611837892,103134.0
6,0.03,0.1,0.45104771447264275,0.0040650406504065045,0.00027586206896551725,0.0005166623611469904,28977.515625
6,0.01,0.5,0.25038328506526486,0.036585365853658534,0.0004723913499895024,0.000932739143952741,106237.046875
6,0.5,0.0001,0.4999503593797896,0.0040650406504065045,0.006711409395973154,0.005063291139240507,1840.609375
6,0.5,0.001,0.4996971235891312,0.0040650406504065045,0.005988023952095809,0.004842615012106539,2002.609375
6,0.5,0.005,0.4978541297793394,0.0040650406504065045,0.003355704697986577,0.0036764705882352945,2922.171875
6,0.5,0.007,0.4967708433415229,0.0040650406504065045,0.0026666666666666666,0.00322061191626409,2956.5
6,0.01,0.9,0.10249381207937008,0.10569105691056911,0.0008115616318631582,0.0016107548864727566,104738.765625
6,0.5,0.01,0.4953077032177187,0.0040650406504065045,0.0020876826722338203,0.0027586206896551726,5117.25
6,0.5,0.02,0.4903133306797333,0.0040650406504065045,0.001199040767386091,0.0018518518518518515,8758.09375
6,0.01,0.7,0.17479080024339919,0.052845528455284556,0.0005198544407565882,0.001029580643883895,122120.984375
6,0.5,0.05,0.4757241354068014,0.0040650406504065045,0.0005344735435595938,0.0009447331128956069,17153.71875
6,0.02,0.9,0.10256415535455299,0.10569105691056911,0.0008116883116883117,0.0016110043992812444,103088.921875
6,0.5,0.1,0.4515260487438864,0.0040650406504065045,0.000278473962684489,0.0005212405525149857,29097.765625
6,0.02,0.5,0.26735751769447913,0.032520325203252036,0.0004519774011299435,0.0008915635796277723,113139.03125
6,1.0,0.0001,0.4999503593797896,0.0040650406504065045,0.006711409395973154,0.005063291139240507,1720.546875
6,1.0,0.001,0.4996971235891312,0.0040650406504065045,0.005988023952095809,0.004842615012106539,2006.546875
6,1.0,0.005,0.497868198434376,0.0040650406504065045,0.003367003367003367,0.0036832412523020264,2930.78125
6,1.0,0.007,0.4967708433415229,0.0040650406504065045,0.0026666666666666666,0.00322061191626409,2888.84375
6,0.02,0.3,0.3619418861605611,0.024390243902439025,0.0005614823133071309,0.0010976948408342481,130345.78125
6,1.0,0.01,0.4953077032177187,0.0040650406504065045,0.0020876826722338203,0.0027586206896551726,5242.1875
6,0.03,0.3,0.36195595481559767,0.024390243902439025,0.0005615348619560131,0.0010977952611837892,97752.546875
6,0.02,0.7,0.1760710478517278,0.052845528455284556,0.0005217530903836892,0.0010333041888562118,128733.03125
6,1.0,0.02,0.4903133306797333,0.0040650406504065045,0.001199040767386091,0.0018518518518518515,8781.34375
6,1.0,0.05,0.4757241354068014,0.0040650406504065045,0.0005344735435595938,0.0009447331128956069,16894.859375
6,0.03,0.5,0.2673715863495157,0.032520325203252036,0.00045200293801909714,0.0008916132627472833,118647.96875
6,1.0,0.1,0.4515260487438864,0.0040650406504065045,0.000278473962684489,0.0005212405525149857,29275.5
6,2.0,0.0001,0.4999503593797896,0.0040650406504065045,0.006711409395973154,0.005063291139240507,1225.390625
6,2.0,0.001,0.4996971235891312,0.0040650406504065045,0.005988023952095809,0.004842615012106539,2036.828125
6,0.5,0.3,0.3620825727109269,0.024390243902439025,0.0005620082427875609,0.0010986998718183483,77399.796875
6,2.0,0.005,0.497868198434376,0.0040650406504065045,0.003367003367003367,0.0036832412523020264,2910.671875
6,2.0,0.007,0.4967708433415229,0.0040650406504065045,0.0026666666666666666,0.00322061191626409,2853.359375
6,2.0,0.01,0.4953077032177187,0.0040650406504065045,0.0020876826722338203,0.0027586206896551726,5114.671875
6,0.03,0.9,0.1025500866995164,0.10569105691056911,0.000811662972559548,0.0016109544905356424,105216.71875
6,2.0,0.02,0.4903133306797333,0.0040650406504065045,0.001199040767386091,0.0018518518518518515,8718.5625
6,2.0,0.05,0.4757241354068014,0.0040650406504065045,0.0005344735435595938,0.0009447331128956069,16954.765625
6,0.03,0.7,0.1760851165067644,0.052845528455284556,0.0005217740317078065,0.001033345256547832,128125.921875
6,2.0,0.1,0.4515260487438864,0.0040650406504065045,0.000278473962684489,0.0005212405525149857,28858.0625
6,0.5,0.5,0.2673715863495157,0.032520325203252036,0.00045200293801909714,0.0008916132627472833,113096.984375
7,0.001,0.0001,0.38260919792653186,0.6626016260162602,0.0050848515098577485,0.010092254349575877,9.453125
7,0.001,0.001,0.3993390019718993,0.5691056910569106,0.005087024454053269,0.010083912558072533,75.984375
7,0.001,0.005,0.40168675167336926,0.8008130081300813,0.005526566795713404,0.010977376574166945,391.25
7,0.001,0.007,0.47485748338068634,0.9471544715447154,0.0065299030323412366,0.012970385214874194,529.40625
6,1.0,0.3,0.3620825727109269,0.024390243902439025,0.0005620082427875609,0.0010986998718183483,77903.0
7,0.001,0.01,0.40134246995255546,0.7967479674796748,0.005517241379310344,0.010958597746778116,740.578125
7,0.001,0.02,0.4148666794771493,0.8252032520325203,0.005705131808217638,0.011331919169364742,1534.34375
7,0.001,0.05,0.40168011767343337,0.7967479674796748,0.005520971240246753,0.010965955185050493,3711.84375
7,0.001,0.1,0.34010699040586356,0.6707317073170732,0.00466523410992988,0.009266018981299489,7335.765625
6,0.5,0.9,0.1025500866995164,0.10569105691056911,0.000811662972559548,0.0016109544905356424,101965.28125
7,0.001,0.3,0.25180158849984674,0.491869918699187,0.003433208489388265,0.006818822203437588,21352.375
6,0.5,0.7,0.17609918516180098,0.052845528455284556,0.0005217949747130128,0.0010333863275039745,124864.15625
7,0.01,0.0001,0.07532803985890169,0.0975609756097561,0.0007126525521869526,0.001414969194941485,1086.4375
7,0.01,0.001,0.11282786828993782,0.17073170731707318,0.0012488849241748439,0.0024796315975912147,1815.484375
7,0.01,0.005,0.25179232377579824,0.44308943089430897,0.003253828472491716,0.00646021632834494,1935.625
7,0.01,0.007,0.1427338256218803,0.21138211382113822,0.0015777177705634273,0.0031320584249360035,2947.625
6,1.0,0.5,0.2673715863495157,0.032520325203252036,0.00045200293801909714,0.0008916132627472833,112909.15625
6,2.0,0.3,0.3620825727109269,0.024390243902439025,0.0005620082427875609,0.0010986998718183483,76633.734375
7,0.01,0.01,0.2189837627132602,0.3048780487804878,0.0024283632831471587,0.004818348270212971,4280.296875
7,0.01,0.02,0.21528953978341134,0.3170731707317073,0.0024696048632218844,0.004901036757775683,5817.75
7,0.001,0.5,0.302086621738474,0.5975609756097561,0.004146451540110572,0.008235755504510058,36713.015625
7,0.01,0.05,0.13089179259828615,0.1016260162601626,0.0008368761088608442,0.00166008167601846,15329.671875
6,1.0,0.9,0.1025500866995164,0.10569105691056911,0.000811662972559548,0.0016109544905356424,104037.09375
6,1.0,0.7,0.17609918516180098,0.052845528455284556,0.0005217949747130128,0.0010333863275039745,124792.875
7,0.02,0.0001,0.07789516907549492,0.1016260162601626,0.0007431629013079667,0.001475535619429853,1465.5625
7,0.02,0.001,0.20272634521505598,0.1016260162601626,0.0010094076795736262,0.00199896054051893,3601.875
7,0.001,0.7,0.08930061627571818,0.07317073170731707,0.0005658420043381221,0.0011229996568612162,52160.1875
7,0.02,0.005,0.23404134125753187,0.04878048780487805,0.0005811138014527845,0.0011485451761102602,6433.21875
7,0.02,0.007,0.36137250595916204,0.02032520325203252,0.0004725451280597297,0.0009236168837166342,9327.484375
7,0.01,0.1,0.22611005119617883,0.08536585365853659,0.000932380233539049,0.001844613289999561,36065.171875
7,0.02,0.01,0.40285433566209605,0.016260162601626018,0.0005342593829304127,0.001034527350316824,8547.40625
7,0.02,0.02,0.3909100475360409,0.016260162601626018,0.0004798464491362764,0.000932183640177115,11750.390625
6,2.0,0.5,0.2673715863495157,0.032520325203252036,0.00045200293801909714,0.0008916132627472833,111854.3125
7,0.001,0.9,0.11982456501548697,0.052845528455284556,0.00044960918586152036,0.0008916323731138546,67209.84375
7,0.02,0.05,0.4560545543553354,0.02032520325203252,0.0012983640612827837,0.00244081034903588,36749.046875
7,0.02,0.1,0.4536620823439523,0.028455284552845527,0.0016233766233766235,0.00307152259763054,61717.765625
7,0.03,0.0001,0.13195597769145953,0.08130081300813008,0.0006879944960440316,0.0013644426251876109,4197.0625
7,0.01,0.5,0.1530547282118854,0.052845528455284556,0.0004896053028020488,0.0009702216583327112,96765.828125
7,0.01,0.3,0.12861267048236041,0.1016260162601626,0.00083236224404861,0.0016512004227073084,107929.453125
7,0.03,0.001,0.3920843799040129,0.02032520325203252,0.0005953798523457966,0.0011568718186024988,7567.8125
